Model,MDO3104
Firmware Version,1.20

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.02,,
Horizontal Delay,0,,
Sample Interval,2e-07,,
Record Length,1e+06,,
Gating,70.96500% to 75.0600%,,
Probe Attenuation,10,10,10
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,5,5,5
Vertical Position,1.18,0,-1.06
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
4.532300e-02,5.1,5,5.1
4.532320e-02,5.1,5,4.9
4.532340e-02,5.1,5,5.1
4.532360e-02,5.1,5,5.1
4.532380e-02,5.1,5,4.9
4.532400e-02,5.3,4.8,5.1
4.532420e-02,5.1,4.8,4.7
4.532440e-02,5.1,5.2,5.1
4.532460e-02,5.1,5,4.9
4.532480e-02,5.1,5,5.1
4.532500e-02,5.1,5,5.1
4.532520e-02,4.9,5,5.1
4.532540e-02,5.1,4.8,5.1
4.532560e-02,4.9,5,4.9
4.532580e-02,5.1,5,4.7
4.532600e-02,5.1,4.8,4.9
4.532620e-02,5.1,5,5.1
4.532640e-02,5.1,4.8,4.9
4.532660e-02,5.3,5,4.9
4.532680e-02,4.9,5,5.1
4.532700e-02,5.1,5,4.9
4.532720e-02,5.1,5,5.1
4.532740e-02,5.1,4.8,5.1
4.532760e-02,5.3,4.8,4.7
4.532780e-02,5.3,4.8,5.1
4.532800e-02,5.1,5,4.7
4.532820e-02,5.3,5,4.9
4.532840e-02,5.3,4.8,4.9
4.532860e-02,5.1,4.8,5.1
4.532880e-02,5.1,4.8,4.9
4.532900e-02,5.1,5,4.7
4.532920e-02,5.3,5,4.7
4.532940e-02,5.1,5,5.1
4.532960e-02,5.1,5,4.9
4.532980e-02,5.1,5,4.9
4.533000e-02,5.1,4.8,4.9
4.533020e-02,5.1,4.8,5.1
4.533040e-02,5.1,4.8,4.9
4.533060e-02,5.1,5,5.1
4.533080e-02,5.1,4.8,4.7
4.533100e-02,5.1,5,4.9
4.533120e-02,5.3,4.8,5.1
4.533140e-02,5.1,5,4.9
4.533160e-02,5.3,5,5.1
4.533180e-02,5.1,4.8,5.1
4.533200e-02,5.3,5,5.1
4.533220e-02,4.9,5.2,4.7
4.533240e-02,5.1,5,5.1
4.533260e-02,5.1,5,5.1
4.533280e-02,5.1,4.6,5.1
4.533300e-02,5.3,4.6,4.9
4.533320e-02,5.1,5,5.1
4.533340e-02,5.1,5,4.9
4.533360e-02,5.3,5,5.1
4.533380e-02,5.1,5,5.1
4.533400e-02,5.3,4.8,4.9
4.533420e-02,5.1,4.8,5.1
4.533440e-02,5.1,5,5.1
4.533460e-02,5.3,5,4.9
4.533480e-02,4.9,5,5.1
4.533500e-02,4.9,5.2,5.1
4.533520e-02,5.3,5,5.1
4.533540e-02,5.1,5,5.1
4.533560e-02,5.3,5,5.1
4.533580e-02,5.3,4.8,4.9
4.533600e-02,5.1,5,4.9
4.533620e-02,5.1,4.8,5.1
4.533640e-02,5.3,5,4.9
4.533660e-02,5.1,4.8,5.1
4.533680e-02,4.9,5,5.1
4.533700e-02,5.5,5,4.9
4.533720e-02,5.1,4.8,5.1
4.533740e-02,5.1,5,5.1
4.533760e-02,5.1,5.2,4.9
4.533780e-02,5.3,5,5.1
4.533800e-02,5.3,5,5.1
4.533820e-02,5.1,5,4.9
4.533840e-02,5.1,4.8,4.9
4.533860e-02,4.9,5.2,4.9
4.533880e-02,5.1,5,4.7
4.533900e-02,5.1,5,4.9
4.533920e-02,5.1,5,5.1
4.533940e-02,5.3,4.8,5.1
4.533960e-02,5.3,5,4.7
4.533980e-02,5.1,5,4.7
4.534000e-02,5.1,5,4.7
4.534020e-02,4.9,5.2,4.9
4.534040e-02,5.1,4.8,5.1
4.534060e-02,5.1,5,5.1
4.534080e-02,5.3,4.8,4.9
4.534100e-02,5.1,5,5.1
4.534120e-02,5.3,5,5.1
4.534140e-02,5.3,5,5.1
4.534160e-02,5.1,4.8,4.9
4.534180e-02,4.9,5,5.1
4.534200e-02,5.1,4.8,4.7
4.534220e-02,4.9,5.2,4.7
4.534240e-02,5.3,5,5.1
4.534260e-02,5.1,5.4,4.9
4.534280e-02,5.1,5,5.1
4.534300e-02,4.9,5,4.9
4.534320e-02,5.3,5,5.1
4.534340e-02,5.3,4.8,4.9
4.534360e-02,5.1,4.8,4.9
4.534380e-02,5.1,5.2,4.9
4.534400e-02,5.5,5,4.9
4.534420e-02,5.3,5,5.1
4.534440e-02,5.3,5,5.1
4.534460e-02,4.9,5,4.9
4.534480e-02,5.1,5,4.7
4.534500e-02,5.1,4.8,5.1
4.534520e-02,5.3,4.8,4.7
4.534540e-02,5.1,4.8,5.1
4.534560e-02,5.1,5,4.9
4.534580e-02,5.3,4.8,5.1
4.534600e-02,5.1,5,4.9
4.534620e-02,5.3,5.2,4.7
4.534640e-02,5.1,5,5.1
4.534660e-02,5.1,4.6,4.9
4.534680e-02,5.3,5,4.9
4.534700e-02,5.1,5,4.9
4.534720e-02,5.3,5,4.7
4.534740e-02,5.1,4.8,4.7
4.534760e-02,5.1,4.8,4.9
4.534780e-02,5.3,5,5.1
4.534800e-02,5.1,5,4.9
4.534820e-02,5.3,4.8,4.9
4.534840e-02,5.1,5.2,4.7
4.534860e-02,5.1,5,5.1
4.534880e-02,5.3,5,4.9
4.534900e-02,5.3,5,4.9
4.534920e-02,5.3,5,5.1
4.534940e-02,5.1,5.2,4.9
4.534960e-02,5.1,4.8,4.7
4.534980e-02,5.1,5,5.1
4.535000e-02,4.9,4.8,4.9
4.535020e-02,5.1,5.2,5.1
4.535040e-02,5.1,5,5.1
4.535060e-02,5.3,4.8,5.1
4.535080e-02,5.1,5,5.1
4.535100e-02,5.3,4.8,5.1
4.535120e-02,5.3,5,4.7
4.535140e-02,5.1,5,5.1
4.535160e-02,5.1,5,4.9
4.535180e-02,5.3,5,5.1
4.535200e-02,5.1,5.2,5.1
4.535220e-02,5.1,5,5.1
4.535240e-02,5.1,4.6,4.9
4.535260e-02,4.9,4.8,5.1
4.535280e-02,5.1,5,4.7
4.535300e-02,5.1,4.8,5.1
4.535320e-02,5.1,5,4.7
4.535340e-02,5.1,4.8,5.1
4.535360e-02,5.1,5,4.7
4.535380e-02,4.9,5,4.9
4.535400e-02,5.1,5,5.1
4.535420e-02,5.1,5,5.1
4.535440e-02,4.9,4.8,4.9
4.535460e-02,5.1,5.2,5.1
4.535480e-02,5.1,4.8,4.9
4.535500e-02,5.3,4.8,4.9
4.535520e-02,4.9,5,5.1
4.535540e-02,5.1,5,4.9
4.535560e-02,5.3,4.8,4.7
4.535580e-02,5.1,5,5.1
4.535600e-02,5.1,5,5.1
4.535620e-02,5.1,5,4.9
4.535640e-02,5.1,5,5.1
4.535660e-02,5.1,5.4,5.1
4.535680e-02,5.1,5.2,5.1
4.535700e-02,5.1,4.8,4.9
4.535720e-02,5.3,4.8,4.7
4.535740e-02,5.3,5,4.9
4.535760e-02,5.1,5,5.1
4.535780e-02,5.1,5,5.1
4.535800e-02,5.3,5.2,5.1
4.535820e-02,5.1,4.8,5.1
4.535840e-02,5.1,5,4.9
4.535860e-02,5.1,4.8,4.9
4.535880e-02,5.1,5,5.1
4.535900e-02,5.1,5,4.9
4.535920e-02,5.1,5,4.9
4.535940e-02,5.1,5,5.1
4.535960e-02,5.3,5,4.9
4.535980e-02,5.1,5,4.9
4.536000e-02,5.1,5,5.1
4.536020e-02,4.9,5.2,5.1
4.536040e-02,5.1,4.8,5.1
4.536060e-02,4.9,5,4.9
4.536080e-02,5.1,5,5.1
4.536100e-02,5.1,5,4.9
4.536120e-02,4.9,5.2,4.9
4.536140e-02,5.1,5,5.1
4.536160e-02,5.1,4.8,4.9
4.536180e-02,5.1,4.6,5.1
4.536200e-02,5.1,5,5.1
4.536220e-02,5.1,5,4.9
4.536240e-02,5.1,5,5.1
4.536260e-02,5.3,4.8,4.9
4.536280e-02,5.3,5,4.7
4.536300e-02,5.1,4.8,5.1
4.536320e-02,5.1,4.8,5.1
4.536340e-02,5.1,5.2,5.1
4.536360e-02,5.3,5,4.9
4.536380e-02,5.5,5,4.7
4.536400e-02,5.1,4.8,5.1
4.536420e-02,5.1,5,5.1
4.536440e-02,4.9,5,5.1
4.536460e-02,5.1,5,5.1
4.536480e-02,5.3,4.8,5.1
4.536500e-02,4.9,4.8,4.7
4.536520e-02,5.3,5,5.1
4.536540e-02,5.1,5,4.9
4.536560e-02,5.1,4.8,5.1
4.536580e-02,5.1,5.2,5.1
4.536600e-02,5.3,4.8,4.9
4.536620e-02,5.1,4.8,4.9
4.536640e-02,5.1,4.8,5.1
4.536660e-02,5.1,5.2,4.7
4.536680e-02,5.1,5,4.9
4.536700e-02,5.3,5,4.9
4.536720e-02,5.1,5.2,4.9
4.536740e-02,5.1,4.8,5.1
4.536760e-02,5.1,5,5.1
4.536780e-02,5.1,4.8,5.1
4.536800e-02,4.9,5,4.9
4.536820e-02,4.9,5,4.9
4.536840e-02,5.3,5,5.1
4.536860e-02,5.1,5.2,4.7
4.536880e-02,5.1,5,4.9
4.536900e-02,5.3,5,4.9
4.536920e-02,5.3,5.2,5.1
4.536940e-02,5.1,5,4.9
4.536960e-02,5.1,5.2,4.9
4.536980e-02,4.9,5,4.5
4.537000e-02,5.3,4.8,5.1
4.537020e-02,5.1,4.8,4.9
4.537040e-02,4.9,4.8,4.7
4.537060e-02,5.1,5,4.9
4.537080e-02,5.1,5,5.1
4.537100e-02,5.1,4.8,4.5
4.537120e-02,5.1,4.8,4.9
4.537140e-02,4.9,5,5.1
4.537160e-02,4.9,5,5.1
4.537180e-02,5.1,5,5.1
4.537200e-02,5.3,5,5.1
4.537220e-02,5.3,5,4.9
4.537240e-02,4.9,5,4.9
4.537260e-02,5.3,4.8,5.1
4.537280e-02,5.1,5,5.1
4.537300e-02,5.1,5,5.1
4.537320e-02,5.1,4.8,5.1
4.537340e-02,5.3,5,5.1
4.537360e-02,5.3,5,4.9
4.537380e-02,4.9,4.8,5.1
4.537400e-02,5.1,5.2,5.1
4.537420e-02,4.9,5,4.7
4.537440e-02,5.3,5,4.9
4.537460e-02,5.1,4.8,4.7
4.537480e-02,5.1,4.8,4.9
4.537500e-02,4.9,5,4.7
4.537520e-02,4.9,5,5.1
4.537540e-02,5.1,4.8,4.9
4.537560e-02,5.1,4.8,5.1
4.537580e-02,5.1,4.8,4.9
4.537600e-02,5.1,4.8,4.9
4.537620e-02,5.1,5,5.1
4.537640e-02,5.3,5,4.9
4.537660e-02,5.3,5.2,5.1
4.537680e-02,5.3,5,4.9
4.537700e-02,5.1,4.8,4.7
4.537720e-02,5.1,5,5.1
4.537740e-02,5.3,5,5.1
4.537760e-02,5.1,5,5.1
4.537780e-02,5.1,5,4.9
4.537800e-02,5.1,5,5.1
4.537820e-02,5.1,4.8,4.9
4.537840e-02,5.3,5,5.1
4.537860e-02,5.3,4.8,5.1
4.537880e-02,5.1,5.2,5.1
4.537900e-02,4.9,4.8,5.1
4.537920e-02,5.1,5,4.7
4.537940e-02,5.1,5.2,4.9
4.537960e-02,5.3,5,5.1
4.537980e-02,5.1,5,5.1
4.538000e-02,5.1,4.8,4.9
4.538020e-02,5.1,5,4.7
4.538040e-02,5.1,4.8,4.7
4.538060e-02,4.9,4.8,5.1
4.538080e-02,5.3,5.2,4.9
4.538100e-02,4.9,5.2,5.1
4.538120e-02,5.3,5,5.1
4.538140e-02,5.1,5,4.9
4.538160e-02,4.9,5,5.1
4.538180e-02,5.3,5,4.9
4.538200e-02,5.1,4.8,4.9
4.538220e-02,5.1,5,5.1
4.538240e-02,4.9,5,4.9
4.538260e-02,5.1,4.8,5.1
4.538280e-02,5.1,5,5.1
4.538300e-02,4.9,5,5.1
4.538320e-02,5.1,5,5.1
4.538340e-02,5.1,4.8,4.9
4.538360e-02,5.1,5,4.9
4.538380e-02,5.1,5,5.1
4.538400e-02,5.3,4.8,5.1
4.538420e-02,5.1,5.2,5.1
4.538440e-02,5.1,5.2,4.9
4.538460e-02,5.1,5,4.7
4.538480e-02,5.5,4.8,5.1
4.538500e-02,5.1,5,5.1
4.538520e-02,5.3,4.8,5.1
4.538540e-02,5.1,5,5.1
4.538560e-02,5.3,4.8,4.9
4.538580e-02,5.1,5.2,5.1
4.538600e-02,5.1,5,4.9
4.538620e-02,5.1,5,5.1
4.538640e-02,5.3,5,5.1
4.538660e-02,5.1,5.2,5.1
4.538680e-02,4.9,5,5.1
4.538700e-02,5.3,5,4.7
4.538720e-02,4.9,4.8,4.9
4.538740e-02,5.1,5.2,4.9
4.538760e-02,4.9,5,5.1
4.538780e-02,5.1,5,5.1
4.538800e-02,5.3,5,5.1
4.538820e-02,4.9,5.2,5.1
4.538840e-02,5.5,5,4.9
4.538860e-02,4.9,4.8,4.9
4.538880e-02,5.1,5,4.7
4.538900e-02,5.3,5,5.1
4.538920e-02,5.1,5,4.9
4.538940e-02,5.1,4.8,4.9
4.538960e-02,5.1,5,4.7
4.538980e-02,5.3,5,5.1
4.539000e-02,5.1,5,4.7
4.539020e-02,5.3,5.2,5.1
4.539040e-02,5.1,5,5.1
4.539060e-02,5.3,5,4.9
4.539080e-02,5.1,4.8,5.1
4.539100e-02,5.1,5,4.9
4.539120e-02,5.1,4.8,4.9
4.539140e-02,5.1,5,5.1
4.539160e-02,5.1,5,4.9
4.539180e-02,5.1,5,4.9
4.539200e-02,5.1,5,5.1
4.539220e-02,5.3,5.2,4.7
4.539240e-02,5.3,4.8,4.9
4.539260e-02,4.9,5,4.9
4.539280e-02,5.3,5.2,4.9
4.539300e-02,5.5,5,4.9
4.539320e-02,5.1,5,4.9
4.539340e-02,5.1,5,5.1
4.539360e-02,5.1,5.2,4.7
4.539380e-02,5.1,5.2,4.9
4.539400e-02,5.1,5.2,5.1
4.539420e-02,5.3,4.8,4.9
4.539440e-02,4.9,5.2,4.9
4.539460e-02,5.1,5,4.9
4.539480e-02,5.1,5,5.1
4.539500e-02,5.1,5.2,4.7
4.539520e-02,5.3,5,5.1
4.539540e-02,5.1,4.8,5.1
4.539560e-02,5.1,5,5.1
4.539580e-02,5.1,5,4.7
4.539600e-02,5.1,5,4.9
4.539620e-02,4.9,5,5.1
4.539640e-02,5.1,4.8,4.9
4.539660e-02,5.1,4.8,5.1
4.539680e-02,5.3,5,5.1
4.539700e-02,5.3,5.2,5.1
4.539720e-02,5.1,5,5.1
4.539740e-02,5.3,5,5.1
4.539760e-02,5.1,5.2,4.9
4.539780e-02,5.1,5.2,4.9
4.539800e-02,4.9,5,4.9
4.539820e-02,5.3,4.8,4.9
4.539840e-02,4.9,5,5.1
4.539860e-02,5.3,4.8,5.1
4.539880e-02,5.1,5,4.9
4.539900e-02,5.1,5,5.1
4.539920e-02,5.3,5,5.1
4.539940e-02,4.9,5,4.9
4.539960e-02,5.1,5,4.9
4.539980e-02,5.3,5,4.9
4.540000e-02,4.9,4.8,5.1
4.540020e-02,5.1,5,5.3
4.540040e-02,5.1,4.8,4.9
4.540060e-02,5.5,5,4.7
4.540080e-02,5.1,5,5.1
4.540100e-02,5.3,5,4.9
4.540120e-02,4.9,4.6,5.1
4.540140e-02,5.3,5,4.9
4.540160e-02,5.3,4.8,4.9
4.540180e-02,5.1,5,5.1
4.540200e-02,4.9,4.8,5.1
4.540220e-02,5.3,5,5.1
4.540240e-02,5.3,5,5.1
4.540260e-02,5.5,4.8,5.1
4.540280e-02,4.9,5,4.9
4.540300e-02,5.1,5,5.1
4.540320e-02,5.1,5,4.9
4.540340e-02,5.1,5,5.1
4.540360e-02,5.3,4.8,5.1
4.540380e-02,5.1,4.8,5.1
4.540400e-02,5.1,4.6,5.1
4.540420e-02,5.1,5.2,5.1
4.540440e-02,5.3,4.8,5.1
4.540460e-02,5.1,5,4.7
4.540480e-02,5.1,4.8,5.1
4.540500e-02,4.9,5,5.1
4.540520e-02,4.9,5.2,5.1
4.540540e-02,5.1,5.2,4.9
4.540560e-02,5.3,5,5.1
4.540580e-02,5.1,5,4.9
4.540600e-02,5.1,5,5.1
4.540620e-02,5.1,5,5.1
4.540640e-02,5.5,5.2,4.9
4.540660e-02,5.1,4.8,4.9
4.540680e-02,5.1,4.8,4.9
4.540700e-02,5.1,5,4.9
4.540720e-02,5.1,5,4.9
4.540740e-02,5.5,4.8,5.1
4.540760e-02,5.3,5,4.9
4.540780e-02,5.3,4.8,4.9
4.540800e-02,5.3,5,4.9
4.540820e-02,5.1,4.8,5.1
4.540840e-02,4.9,5,5.1
4.540860e-02,5.3,5.2,5.1
4.540880e-02,5.1,5,5.1
4.540900e-02,5.1,5.2,4.9
4.540920e-02,4.9,5.2,4.9
4.540940e-02,5.1,5,5.1
4.540960e-02,5.3,5,4.9
4.540980e-02,5.1,5,4.9
4.541000e-02,5.1,5,5.1
4.541020e-02,5.1,5,4.9
4.541040e-02,5.1,4.8,5.1
4.541060e-02,5.1,5,4.9
4.541080e-02,5.3,5.2,4.9
4.541100e-02,5.1,5,4.7
4.541120e-02,5.1,4.8,5.1
4.541140e-02,4.9,5.2,4.9
4.541160e-02,5.1,5,5.1
4.541180e-02,5.5,5,5.1
4.541200e-02,5.1,5,5.1
4.541220e-02,5.1,4.8,4.7
4.541240e-02,5.1,4.8,4.9
4.541260e-02,5.1,4.8,4.9
4.541280e-02,5.1,4.8,4.9
4.541300e-02,5.1,5,5.1
4.541320e-02,5.1,5,5.1
4.541340e-02,5.3,5,5.1
4.541360e-02,5.3,4.8,4.9
4.541380e-02,4.9,5,4.7
4.541400e-02,5.1,5,5.1
4.541420e-02,5.1,5,4.7
4.541440e-02,5.3,5,4.9
4.541460e-02,5.3,4.8,5.1
4.541480e-02,4.9,5.2,4.9
4.541500e-02,5.1,4.8,4.7
4.541520e-02,5.1,5,5.1
4.541540e-02,4.9,4.8,5.1
4.541560e-02,5.1,4.8,4.9
4.541580e-02,5.3,5,4.9
4.541600e-02,5.5,5,4.9
4.541620e-02,5.1,5,4.9
4.541640e-02,5.3,5,4.9
4.541660e-02,5.1,4.8,4.9
4.541680e-02,5.3,5.2,4.9
4.541700e-02,5.1,5,4.7
4.541720e-02,5.1,5,5.1
4.541740e-02,5.3,5,4.9
4.541760e-02,4.9,5,4.9
4.541780e-02,5.1,4.8,4.9
4.541800e-02,5.1,5,5.1
4.541820e-02,5.3,5,4.7
4.541840e-02,5.3,5,4.7
4.541860e-02,5.1,4.8,4.7
4.541880e-02,4.9,5,5.1
4.541900e-02,5.1,5,4.7
4.541920e-02,5.3,5,4.9
4.541940e-02,5.3,5,5.1
4.541960e-02,5.1,5,5.1
4.541980e-02,5.1,5,4.9
4.542000e-02,5.1,5.2,4.7
4.542020e-02,5.3,5,4.7
4.542040e-02,5.1,5,4.9
4.542060e-02,4.9,4.8,4.7
4.542080e-02,5.1,5.2,5.1
4.542100e-02,5.1,5,5.1
4.542120e-02,5.1,5,4.9
4.542140e-02,5.3,4.8,4.7
4.542160e-02,5.3,4.8,5.1
4.542180e-02,5.1,5.2,5.1
4.542200e-02,5.3,5.2,5.1
4.542220e-02,4.9,5,5.1
4.542240e-02,5.1,5,4.9
4.542260e-02,5.3,5,5.1
4.542280e-02,5.1,5,4.9
4.542300e-02,5.1,5,5.1
4.542320e-02,5.1,4.8,5.1
4.542340e-02,5.3,5,4.9
4.542360e-02,5.1,4.8,4.9
4.542380e-02,5.1,5,5.1
4.542400e-02,5.1,5,5.1
4.542420e-02,5.1,4.8,4.7
4.542440e-02,5.1,5.2,4.9
4.542460e-02,5.1,5.2,5.1
4.542480e-02,5.1,5,4.7
4.542500e-02,5.3,5.2,4.9
4.542520e-02,5.1,5,4.9
4.542540e-02,4.9,5,5.1
4.542560e-02,4.9,5,5.1
4.542580e-02,5.1,5.2,5.1
4.542600e-02,4.9,4.8,4.7
4.542620e-02,5.3,5.2,4.9
4.542640e-02,5.1,5,4.9
4.542660e-02,4.9,5,5.1
4.542680e-02,5.1,4.8,4.9
4.542700e-02,4.9,5,5.1
4.542720e-02,5.3,5,5.1
4.542740e-02,5.1,5,4.7
4.542760e-02,5.1,5.2,4.9
4.542780e-02,4.9,4.8,4.9
4.542800e-02,5.3,5,5.1
4.542820e-02,4.9,4.8,4.9
4.542840e-02,5.3,4.8,4.9
4.542860e-02,5.1,5,5.1
4.542880e-02,5.5,5,4.7
4.542900e-02,5.1,5,5.1
4.542920e-02,5.3,5,5.1
4.542940e-02,5.1,4.8,4.9
4.542960e-02,5.1,5.2,5.1
4.542980e-02,5.1,5.2,5.1
4.543000e-02,4.9,5,4.9
4.543020e-02,5.1,5,4.9
4.543040e-02,5.1,5,5.1
4.543060e-02,5.1,4.8,4.7
4.543080e-02,5.3,4.8,4.9
4.543100e-02,5.3,4.8,5.1
4.543120e-02,5.1,4.8,4.7
4.543140e-02,5.1,4.8,4.7
4.543160e-02,5.3,5,5.1
4.543180e-02,5.1,5,5.1
4.543200e-02,5.1,4.8,4.9
4.543220e-02,5.3,5,4.9
4.543240e-02,5.3,4.8,5.1
4.543260e-02,5.1,5.4,5.1
4.543280e-02,4.7,4.8,4.9
4.543300e-02,4.9,5,4.9
4.543320e-02,5.1,5,5.1
4.543340e-02,5.1,4.8,5.1
4.543360e-02,4.9,5.2,4.7
4.543380e-02,4.7,5,5.1
4.543400e-02,5.3,5,5.1
4.543420e-02,5.1,5,4.9
4.543440e-02,4.9,5,5.1
4.543460e-02,5.1,5.2,5.1
4.543480e-02,5.5,5,5.1
4.543500e-02,5.3,5,4.9
4.543520e-02,4.9,4.8,5.1
4.543540e-02,5.3,4.8,4.9
4.543560e-02,5.1,4.8,4.9
4.543580e-02,5.1,5.2,5.1
4.543600e-02,5.1,5,4.9
4.543620e-02,5.1,5,4.9
4.543640e-02,5.1,5,5.1
4.543660e-02,5.3,5,5.1
4.543680e-02,5.1,5,5.1
4.543700e-02,5.3,5,5.1
4.543720e-02,5.1,4.8,4.7
4.543740e-02,5.3,4.8,4.9
4.543760e-02,5.1,5,5.1
4.543780e-02,5.1,5,5.1
4.543800e-02,4.9,4.8,4.9
4.543820e-02,4.9,5,4.7
4.543840e-02,5.3,4.8,5.1
4.543860e-02,4.9,4.8,4.9
4.543880e-02,5.1,5,4.7
4.543900e-02,4.9,5,5.1
4.543920e-02,5.3,4.8,4.7
4.543940e-02,5.3,5,4.7
4.543960e-02,5.1,4.8,4.9
4.543980e-02,5.1,4.8,4.7
4.544000e-02,5.3,5,5.1
4.544020e-02,5.1,5,4.9
4.544040e-02,5.3,5,5.1
4.544060e-02,5.3,5,5.1
4.544080e-02,5.3,5,4.9
4.544100e-02,5.1,5,4.7
4.544120e-02,5.1,5,4.9
4.544140e-02,5.1,5.2,4.9
4.544160e-02,5.3,5,4.9
4.544180e-02,4.9,5,4.7
4.544200e-02,4.9,5,5.1
4.544220e-02,5.1,4.6,5.1
4.544240e-02,5.1,5,4.9
4.544260e-02,4.9,4.8,5.1
4.544280e-02,5.1,4.8,5.1
4.544300e-02,5.1,4.8,5.1
4.544320e-02,5.3,4.8,5.1
4.544340e-02,5.3,5,5.1
4.544360e-02,5.3,5,4.9
4.544380e-02,5.3,5.2,5.1
4.544400e-02,5.1,5,5.1
4.544420e-02,5.3,5,5.1
4.544440e-02,4.9,5,4.9
4.544460e-02,5.1,4.6,4.9
4.544480e-02,4.9,4.8,4.9
4.544500e-02,4.9,5.2,4.7
4.544520e-02,5.3,4.8,4.9
4.544540e-02,5.3,4.8,5.1
4.544560e-02,4.9,5.2,4.9
4.544580e-02,5.1,5,4.9
4.544600e-02,5.1,5,4.7
4.544620e-02,5.3,4.8,5.1
4.544640e-02,5.3,4.8,4.9
4.544660e-02,5.3,5,5.1
4.544680e-02,5.5,5,5.1
4.544700e-02,5.1,5,5.1
4.544720e-02,5.3,5,4.9
4.544740e-02,5.3,5,4.7
4.544760e-02,5.1,5.2,4.7
4.544780e-02,5.1,4.8,5.1
4.544800e-02,5.1,5,5.1
4.544820e-02,4.9,5,5.1
4.544840e-02,5.3,4.8,4.9
4.544860e-02,4.9,5.2,4.7
4.544880e-02,5.3,5.2,4.9
4.544900e-02,5.1,4.8,4.7
4.544920e-02,5.1,4.8,5.1
4.544940e-02,5.1,5,5.1
4.544960e-02,5.1,5.2,5.1
4.544980e-02,5.1,5,4.9
4.545000e-02,5.3,4.8,5.1
4.545020e-02,5.3,5,4.9
4.545040e-02,5.3,5,5.1
4.545060e-02,5.5,4.8,4.9
4.545080e-02,5.1,4.8,5.1
4.545100e-02,5.3,5,4.7
4.545120e-02,5.1,5,4.9
4.545140e-02,4.9,5,5.1
4.545160e-02,5.3,4.8,5.1
4.545180e-02,5.1,5,5.1
4.545200e-02,5.3,5,4.9
4.545220e-02,5.1,4.8,4.9
4.545240e-02,4.9,5,5.1
4.545260e-02,5.1,4.8,5.1
4.545280e-02,5.1,5,4.9
4.545300e-02,5.3,5,4.9
4.545320e-02,4.9,5,5.1
4.545340e-02,5.1,5,4.9
4.545360e-02,5.1,5,5.1
4.545380e-02,5.1,5,4.9
4.545400e-02,4.9,5.2,5.1
4.545420e-02,5.1,4.8,4.9
4.545440e-02,5.3,5,5.1
4.545460e-02,5.1,4.8,4.9
4.545480e-02,5.1,5,4.7
4.545500e-02,5.1,5,4.7
4.545520e-02,5.1,4.8,4.9
4.545540e-02,5.1,4.8,5.1
4.545560e-02,5.1,5.2,4.9
4.545580e-02,4.9,5,5.1
4.545600e-02,5.3,5.2,4.9
4.545620e-02,5.1,5,4.9
4.545640e-02,4.9,5,5.1
4.545660e-02,5.1,5.2,5.1
4.545680e-02,4.9,5,4.9
4.545700e-02,5.1,5,5.1
4.545720e-02,5.1,5,5.1
4.545740e-02,5.3,5,4.7
4.545760e-02,5.1,5.2,4.9
4.545780e-02,5.1,5,4.9
4.545800e-02,5.1,5.2,4.9
4.545820e-02,5.1,5,4.7
4.545840e-02,5.1,5,5.1
4.545860e-02,4.9,5,5.1
4.545880e-02,5.3,5,4.7
4.545900e-02,4.9,5,4.9
4.545920e-02,5.1,4.8,4.7
4.545940e-02,4.9,5,4.7
4.545960e-02,5.1,5,4.7
4.545980e-02,5.1,5,5.1
4.546000e-02,5.3,5,4.9
4.546020e-02,5.1,5,5.1
4.546040e-02,5.3,4.8,5.1
4.546060e-02,5.3,5,4.7
4.546080e-02,5.1,5.2,5.1
4.546100e-02,5.1,5,4.9
4.546120e-02,4.9,5.2,4.9
4.546140e-02,5.3,5,4.9
4.546160e-02,5.1,5.2,4.9
4.546180e-02,5.3,5,4.9
4.546200e-02,5.1,5,5.1
4.546220e-02,5.1,5.2,4.7
4.546240e-02,4.9,5,4.9
4.546260e-02,4.9,5,4.9
4.546280e-02,5.1,5,5.1
4.546300e-02,5.1,5,5.1
4.546320e-02,5.3,4.8,5.1
4.546340e-02,5.1,4.8,4.9
4.546360e-02,5.1,5,4.9
4.546380e-02,5.1,5,4.9
4.546400e-02,5.1,4.8,4.9
4.546420e-02,5.1,5,4.7
4.546440e-02,4.9,5,4.9
4.546460e-02,5.3,5,5.1
4.546480e-02,5.1,5,4.9
4.546500e-02,4.9,5,4.7
4.546520e-02,4.9,4.8,5.1
4.546540e-02,5.1,4.8,5.1
4.546560e-02,4.9,4.8,5.1
4.546580e-02,5.3,5,4.9
4.546600e-02,5.3,5.2,4.9
4.546620e-02,5.1,5.2,4.9
4.546640e-02,5.3,4.8,4.7
4.546660e-02,5.1,5,4.7
4.546680e-02,5.3,4.8,5.1
4.546700e-02,5.3,5.2,5.1
4.546720e-02,5.3,5,5.1
4.546740e-02,5.3,4.8,4.9
4.546760e-02,4.9,4.8,5.1
4.546780e-02,5.3,5,5.1
4.546800e-02,5.3,5,4.9
4.546820e-02,5.1,5,4.9
4.546840e-02,5.1,5,4.9
4.546860e-02,4.9,5,5.1
4.546880e-02,5.1,5,5.1
