Model,MDO3104
Firmware Version,1.20

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.02,,
Horizontal Delay,0,,
Sample Interval,2e-07,,
Record Length,1e+06,,
Gating,70.96500% to 75.0600%,,
Probe Attenuation,10,10,10
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,5,5,5
Vertical Position,1.18,0,-1.06
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
4.233860e-02,4.9,5,5.1
4.233880e-02,5.1,5,5.1
4.233900e-02,5.1,4.8,5.1
4.233920e-02,5.1,5,5.1
4.233940e-02,5.1,5,5.1
4.233960e-02,5.1,5,4.9
4.233980e-02,5.1,5,5.1
4.234000e-02,5.1,5,5.1
4.234020e-02,5.1,5,4.9
4.234040e-02,5.1,5,5.1
4.234060e-02,5.1,4.8,4.9
4.234080e-02,5.3,5,4.9
4.234100e-02,5.1,5,4.7
4.234120e-02,5.3,5,5.1
4.234140e-02,5.1,5,5.1
4.234160e-02,5.5,5,4.9
4.234180e-02,5.1,5.2,4.9
4.234200e-02,5.1,5,5.1
4.234220e-02,5.3,4.8,5.1
4.234240e-02,5.1,5,5.1
4.234260e-02,5.1,5.4,4.9
4.234280e-02,5.1,5.2,4.9
4.234300e-02,5.1,5,5.1
4.234320e-02,5.1,5,5.1
4.234340e-02,5.1,5,5.1
4.234360e-02,5.1,5,5.1
4.234380e-02,5.3,5,4.9
4.234400e-02,5.1,5,5.1
4.234420e-02,5.3,5,5.1
4.234440e-02,5.3,5,5.1
4.234460e-02,5.1,5,4.7
4.234480e-02,5.3,5,5.1
4.234500e-02,5.1,4.8,4.9
4.234520e-02,5.1,5,5.1
4.234540e-02,4.9,5,4.9
4.234560e-02,5.1,4.8,4.9
4.234580e-02,5.1,5,5.1
4.234600e-02,5.3,4.8,5.1
4.234620e-02,5.5,4.8,4.9
4.234640e-02,5.1,5,5.1
4.234660e-02,5.3,5,5.1
4.234680e-02,5.3,5,5.1
4.234700e-02,5.3,5,4.9
4.234720e-02,5.1,5,4.9
4.234740e-02,4.9,5,4.9
4.234760e-02,5.3,5.2,4.7
4.234780e-02,5.1,4.8,4.9
4.234800e-02,4.9,5,4.9
4.234820e-02,5.5,5,4.9
4.234840e-02,5.1,5,5.1
4.234860e-02,4.9,4.8,5.1
4.234880e-02,5.3,5,4.9
4.234900e-02,5.1,5.2,5.1
4.234920e-02,5.1,5,4.7
4.234940e-02,5.3,5,5.1
4.234960e-02,5.1,5,4.7
4.234980e-02,4.9,4.8,4.9
4.235000e-02,5.3,5.2,5.1
4.235020e-02,5.1,5,4.9
4.235040e-02,4.9,5,4.9
4.235060e-02,5.3,4.8,5.1
4.235080e-02,5.1,5,4.9
4.235100e-02,5.1,4.8,5.1
4.235120e-02,5.3,5,5.1
4.235140e-02,5.1,5,4.9
4.235160e-02,5.1,5.2,5.1
4.235180e-02,5.1,4.6,5.1
4.235200e-02,5.1,5,4.9
4.235220e-02,5.1,4.8,5.1
4.235240e-02,5.1,5.2,4.9
4.235260e-02,5.3,5,5.1
4.235280e-02,5.1,5,5.1
4.235300e-02,5.1,5,4.9
4.235320e-02,5.3,4.8,5.1
4.235340e-02,5.1,4.8,4.9
4.235360e-02,5.1,5,5.1
4.235380e-02,4.9,5,4.9
4.235400e-02,4.9,5,4.7
4.235420e-02,5.1,5,4.9
4.235440e-02,5.3,5,5.1
4.235460e-02,5.3,5,4.9
4.235480e-02,5.3,5,5.1
4.235500e-02,5.1,5,5.1
4.235520e-02,5.1,5.2,5.1
4.235540e-02,5.5,4.8,4.9
4.235560e-02,5.1,5,5.1
4.235580e-02,5.3,4.8,4.9
4.235600e-02,5.3,4.8,4.9
4.235620e-02,5.1,5.2,5.1
4.235640e-02,5.1,4.8,4.9
4.235660e-02,5.1,4.8,4.7
4.235680e-02,5.3,5,4.7
4.235700e-02,5.3,5.2,4.9
4.235720e-02,5.1,5,4.9
4.235740e-02,5.3,4.8,4.9
4.235760e-02,4.9,5,4.9
4.235780e-02,5.1,5,5.1
4.235800e-02,5.1,5,4.7
4.235820e-02,5.1,5.2,4.7
4.235840e-02,5.1,5,4.9
4.235860e-02,5.3,5,4.9
4.235880e-02,5.3,5,5.1
4.235900e-02,5.3,5.2,4.9
4.235920e-02,5.3,5,5.1
4.235940e-02,5.3,5,5.1
4.235960e-02,5.3,5.2,5.1
4.235980e-02,5.1,5,5.1
4.236000e-02,5.3,5,5.1
4.236020e-02,5.3,5,4.9
4.236040e-02,5.3,5.2,5.1
4.236060e-02,5.1,5.2,4.9
4.236080e-02,5.3,5,4.9
4.236100e-02,4.9,5,4.9
4.236120e-02,5.1,5.2,5.1
4.236140e-02,5.1,4.8,5.1
4.236160e-02,5.1,4.8,4.9
4.236180e-02,4.9,5,4.9
4.236200e-02,5.1,5,4.9
4.236220e-02,5.1,5,5.1
4.236240e-02,5.1,4.6,4.9
4.236260e-02,5.1,5,4.9
4.236280e-02,4.9,5.2,4.9
4.236300e-02,5.1,5,5.1
4.236320e-02,5.3,5,4.9
4.236340e-02,5.3,5,5.1
4.236360e-02,5.5,4.8,4.9
4.236380e-02,5.1,5,5.1
4.236400e-02,5.1,5,5.1
4.236420e-02,5.3,5,4.9
4.236440e-02,5.1,5,4.9
4.236460e-02,5.3,5,5.1
4.236480e-02,5.1,5,5.1
4.236500e-02,5.1,5,5.1
4.236520e-02,5.3,5.2,5.1
4.236540e-02,5.3,4.8,4.9
4.236560e-02,5.1,4.8,4.9
4.236580e-02,5.3,5,4.9
4.236600e-02,5.3,4.8,5.1
4.236620e-02,5.3,4.8,4.9
4.236640e-02,5.3,5.2,5.1
4.236660e-02,5.3,4.8,4.9
4.236680e-02,5.3,5,4.7
4.236700e-02,5.3,5,5.1
4.236720e-02,5.1,5,5.1
4.236740e-02,5.1,4.8,4.9
4.236760e-02,4.9,5,4.9
4.236780e-02,5.3,5,5.1
4.236800e-02,5.3,5.4,4.9
4.236820e-02,5.1,5,4.9
4.236840e-02,5.1,5,5.1
4.236860e-02,5.3,5,4.9
4.236880e-02,5.3,4.8,5.1
4.236900e-02,5.3,5,4.7
4.236920e-02,5.1,5,4.7
4.236940e-02,5.1,4.8,5.1
4.236960e-02,5.3,5,5.1
4.236980e-02,5.3,4.8,5.1
4.237000e-02,5.1,4.8,4.9
4.237020e-02,5.1,5,5.1
4.237040e-02,4.9,5,5.1
4.237060e-02,5.1,5,4.9
4.237080e-02,5.1,4.8,4.7
4.237100e-02,5.1,5,5.1
4.237120e-02,5.1,5,4.7
4.237140e-02,4.9,5,4.9
4.237160e-02,5.3,4.8,5.1
4.237180e-02,5.1,4.8,4.9
4.237200e-02,4.9,5,4.9
4.237220e-02,4.9,5,5.1
4.237240e-02,5.1,5,4.9
4.237260e-02,5.1,5,4.9
4.237280e-02,5.1,4.8,4.7
4.237300e-02,5.1,5.2,4.7
4.237320e-02,5.3,5,4.9
4.237340e-02,5.3,5,4.9
4.237360e-02,5.3,4.8,4.7
4.237380e-02,5.1,5,4.9
4.237400e-02,5.1,4.8,4.9
4.237420e-02,5.3,5,5.1
4.237440e-02,5.1,5.2,4.7
4.237460e-02,5.3,5,5.1
4.237480e-02,4.9,5,4.7
4.237500e-02,5.1,4.8,4.9
4.237520e-02,5.3,4.6,4.7
4.237540e-02,5.1,5,5.1
4.237560e-02,5.3,5.2,4.5
4.237580e-02,5.1,4.8,5.1
4.237600e-02,5.1,5,5.1
4.237620e-02,5.3,5,5.1
4.237640e-02,5.3,4.8,4.9
4.237660e-02,5.3,5,4.9
4.237680e-02,5.1,5.2,5.1
4.237700e-02,4.9,5,5.1
4.237720e-02,5.3,5,5.1
4.237740e-02,5.1,5,4.9
4.237760e-02,5.1,5.2,5.1
4.237780e-02,5.1,5,5.1
4.237800e-02,5.3,5,4.7
4.237820e-02,5.1,5,4.9
4.237840e-02,5.1,5,4.9
4.237860e-02,5.1,5.2,5.1
4.237880e-02,5.1,4.8,5.1
4.237900e-02,4.9,5,4.7
4.237920e-02,5.1,5,4.7
4.237940e-02,5.1,4.8,5.1
4.237960e-02,5.1,4.8,5.1
4.237980e-02,5.1,4.8,5.1
4.238000e-02,5.1,4.8,4.9
4.238020e-02,5.1,5,4.9
4.238040e-02,5.1,4.8,4.7
4.238060e-02,5.5,5.2,5.1
4.238080e-02,5.1,4.8,5.1
4.238100e-02,5.3,5,5.1
4.238120e-02,5.1,5,5.1
4.238140e-02,5.3,5,5.1
4.238160e-02,5.1,5,4.9
4.238180e-02,5.3,5,4.9
4.238200e-02,5.3,5,4.9
4.238220e-02,5.1,5,5.1
4.238240e-02,5.3,4.8,5.1
4.238260e-02,5.1,4.8,5.1
4.238280e-02,5.1,5,4.9
4.238300e-02,5.1,5,4.9
4.238320e-02,5.1,5,5.1
4.238340e-02,5.3,5,4.7
4.238360e-02,5.1,5,5.1
4.238380e-02,4.9,5,4.9
4.238400e-02,5.3,5,4.9
4.238420e-02,5.1,4.8,5.1
4.238440e-02,5.1,5,4.9
4.238460e-02,5.1,5,5.1
4.238480e-02,5.1,4.8,5.1
4.238500e-02,5.3,5,4.7
4.238520e-02,5.3,5,4.9
4.238540e-02,5.1,5.2,5.1
4.238560e-02,5.1,5,5.1
4.238580e-02,4.9,4.8,4.9
4.238600e-02,5.1,4.8,4.9
4.238620e-02,5.3,5,5.1
4.238640e-02,5.1,5,4.9
4.238660e-02,5.1,5,5.1
4.238680e-02,5.1,5,4.9
4.238700e-02,4.7,5,4.7
4.238720e-02,5.1,5,5.1
4.238740e-02,5.3,4.6,4.9
4.238760e-02,5.1,5,5.1
4.238780e-02,5.3,5,4.9
4.238800e-02,5.1,5,4.9
4.238820e-02,5.1,4.8,5.1
4.238840e-02,5.3,5.2,4.7
4.238860e-02,4.9,5,5.1
4.238880e-02,5.1,5,4.7
4.238900e-02,5.3,5.2,5.1
4.238920e-02,5.5,5,5.1
4.238940e-02,5.5,5,4.9
4.238960e-02,5.1,5,4.7
4.238980e-02,5.5,5,4.9
4.239000e-02,5.1,5,4.9
4.239020e-02,5.1,4.8,5.1
4.239040e-02,4.9,5.2,5.1
4.239060e-02,5.1,5.2,4.7
4.239080e-02,4.9,5,5.1
4.239100e-02,5.1,5,4.7
4.239120e-02,5.1,5.2,4.9
4.239140e-02,5.5,5.2,4.7
4.239160e-02,5.3,4.8,5.1
4.239180e-02,5.3,4.8,5.1
4.239200e-02,5.3,5,5.1
4.239220e-02,5.3,5,5.1
4.239240e-02,5.1,5,4.9
4.239260e-02,5.1,5,4.9
4.239280e-02,5.3,5.2,5.1
4.239300e-02,5.1,5,4.9
4.239320e-02,5.1,4.8,4.7
4.239340e-02,5.1,4.8,5.1
4.239360e-02,4.9,5.2,4.7
4.239380e-02,5.3,5,5.1
4.239400e-02,5.1,4.8,4.9
4.239420e-02,5.3,5,5.1
4.239440e-02,5.3,5,4.9
4.239460e-02,5.1,5.2,5.1
4.239480e-02,5.3,5,4.9
4.239500e-02,5.1,4.8,4.9
4.239520e-02,5.3,4.8,4.9
4.239540e-02,5.3,4.8,4.9
4.239560e-02,5.1,4.8,5.1
4.239580e-02,5.1,5.2,4.9
4.239600e-02,5.3,5,4.9
4.239620e-02,4.9,5,5.1
4.239640e-02,5.1,5,5.1
4.239660e-02,5.1,5,5.1
4.239680e-02,5.1,4.8,5.1
4.239700e-02,5.1,5,5.1
4.239720e-02,5.3,5,5.1
4.239740e-02,5.1,4.8,4.9
4.239760e-02,5.3,5.2,5.1
4.239780e-02,5.1,5,5.1
4.239800e-02,5.1,5.2,4.9
4.239820e-02,5.1,5,5.1
4.239840e-02,5.1,5,5.1
4.239860e-02,5.3,5.2,4.9
4.239880e-02,5.3,5.2,5.1
4.239900e-02,5.3,5,5.1
4.239920e-02,5.1,5,5.1
4.239940e-02,5.3,5,5.1
4.239960e-02,4.9,5,5.1
4.239980e-02,5.1,5,5.1
4.240000e-02,4.9,5,5.1
4.240020e-02,5.1,5,5.1
4.240040e-02,5.1,5,4.7
4.240060e-02,5.1,5,4.7
4.240080e-02,5.5,5.2,4.9
4.240100e-02,5.3,5,4.9
4.240120e-02,5.3,5,4.9
4.240140e-02,5.3,5,4.9
4.240160e-02,5.1,4.8,4.7
4.240180e-02,5.1,5.2,4.9
4.240200e-02,5.1,5.2,5.1
4.240220e-02,4.9,5,5.1
4.240240e-02,5.1,4.8,4.7
4.240260e-02,5.1,5,4.9
4.240280e-02,5.3,4.8,5.1
4.240300e-02,5.1,5,4.7
4.240320e-02,5.3,4.8,5.1
4.240340e-02,5.1,5,4.9
4.240360e-02,5.1,4.8,5.1
4.240380e-02,5.1,5,4.9
4.240400e-02,5.3,5.2,4.7
4.240420e-02,5.1,5,5.1
4.240440e-02,5.1,5,5.1
4.240460e-02,5.1,5,5.1
4.240480e-02,5.3,4.6,5.1
4.240500e-02,5.3,4.8,4.9
4.240520e-02,5.3,5,5.1
4.240540e-02,5.1,5,4.9
4.240560e-02,5.3,5,5.1
4.240580e-02,5.1,5.2,4.9
4.240600e-02,5.1,5,4.9
4.240620e-02,5.1,4.6,5.1
4.240640e-02,5.3,4.8,5.1
4.240660e-02,5.3,5,5.1
4.240680e-02,5.1,5,4.9
4.240700e-02,5.1,5.2,4.9
4.240720e-02,5.3,5,4.9
4.240740e-02,4.9,5,5.1
4.240760e-02,4.9,5,5.1
4.240780e-02,4.9,5.2,4.9
4.240800e-02,5.1,5,5.1
4.240820e-02,5.3,5,5.1
4.240840e-02,4.9,5.2,4.9
4.240860e-02,5.1,5,4.7
4.240880e-02,5.1,5,5.1
4.240900e-02,5.3,5,5.1
4.240920e-02,5.3,5,5.1
4.240940e-02,5.1,5,5.1
4.240960e-02,5.1,4.8,5.1
4.240980e-02,4.9,5,4.7
4.241000e-02,4.9,5,4.7
4.241020e-02,4.9,4.8,5.1
4.241040e-02,4.9,4.8,4.9
4.241060e-02,5.1,5,5.1
4.241080e-02,4.9,4.8,5.1
4.241100e-02,5.3,5,4.7
4.241120e-02,5.3,5.2,4.9
4.241140e-02,5.1,5,4.9
4.241160e-02,5.5,4.8,5.1
4.241180e-02,4.9,5,5.1
4.241200e-02,5.3,5,5.1
4.241220e-02,5.1,5.2,4.9
4.241240e-02,5.1,5,5.1
4.241260e-02,5.1,5,4.7
4.241280e-02,5.1,5,5.1
4.241300e-02,5.1,4.8,4.9
4.241320e-02,4.9,5,4.7
4.241340e-02,5.1,4.8,5.1
4.241360e-02,5.1,4.8,4.7
4.241380e-02,5.1,5,4.9
4.241400e-02,4.9,4.8,5.1
4.241420e-02,5.3,5,4.9
4.241440e-02,5.3,5,5.1
4.241460e-02,5.1,5,5.1
4.241480e-02,5.5,5,5.1
4.241500e-02,4.9,5,4.7
4.241520e-02,5.1,5.2,4.7
4.241540e-02,4.9,5,4.9
4.241560e-02,4.9,5.2,4.9
4.241580e-02,5.3,4.8,4.9
4.241600e-02,5.3,5,5.1
4.241620e-02,5.1,5,5.1
4.241640e-02,5.1,5,4.9
4.241660e-02,5.3,4.8,5.1
4.241680e-02,5.3,4.8,4.9
4.241700e-02,4.9,4.8,4.9
4.241720e-02,4.9,4.8,5.1
4.241740e-02,4.9,4.8,4.9
4.241760e-02,5.3,5,4.7
4.241780e-02,5.1,5.2,4.9
4.241800e-02,5.3,5,4.9
4.241820e-02,5.1,5,4.9
4.241840e-02,4.9,5,5.1
4.241860e-02,5.1,5,5.1
4.241880e-02,5.3,5,4.9
4.241900e-02,5.3,5,5.1
4.241920e-02,4.9,5,4.9
4.241940e-02,5.3,4.8,5.1
4.241960e-02,5.1,5.2,5.1
4.241980e-02,5.1,5,4.9
4.242000e-02,5.1,5,5.1
4.242020e-02,4.9,5,4.9
4.242040e-02,5.3,5,5.1
4.242060e-02,4.9,5,5.1
4.242080e-02,5.3,4.8,4.9
4.242100e-02,5.1,5,4.5
4.242120e-02,5.3,4.8,4.9
4.242140e-02,4.9,5,4.9
4.242160e-02,4.9,4.8,5.1
4.242180e-02,5.1,5,4.9
4.242200e-02,5.1,5,4.9
4.242220e-02,5.1,5,5.1
4.242240e-02,5.1,4.8,4.7
4.242260e-02,5.3,4.8,4.9
4.242280e-02,5.3,4.8,4.9
4.242300e-02,5.1,5,5.1
4.242320e-02,5.1,5,4.9
4.242340e-02,5.3,5,4.9
4.242360e-02,5.3,4.8,4.7
4.242380e-02,4.9,5,5.1
4.242400e-02,5.3,5,4.7
4.242420e-02,5.1,5,4.9
4.242440e-02,5.1,5.2,4.9
4.242460e-02,4.9,4.8,5.1
4.242480e-02,5.3,5,5.1
4.242500e-02,5.5,5,5.1
4.242520e-02,5.3,5,4.9
4.242540e-02,5.1,4.8,4.9
4.242560e-02,4.9,5,4.7
4.242580e-02,5.1,5,5.1
4.242600e-02,5.3,5,5.1
4.242620e-02,5.1,4.8,5.1
4.242640e-02,5.1,4.8,4.7
4.242660e-02,5.1,5.2,4.9
4.242680e-02,5.1,5,5.1
4.242700e-02,5.1,5,5.1
4.242720e-02,5.1,4.8,5.1
4.242740e-02,5.1,5.2,5.1
4.242760e-02,5.1,5,4.9
4.242780e-02,5.1,4.8,5.1
4.242800e-02,5.3,5.2,5.1
4.242820e-02,5.3,5,5.1
4.242840e-02,5.3,4.8,5.1
4.242860e-02,5.1,4.8,4.9
4.242880e-02,5.1,5,4.7
4.242900e-02,5.3,5,5.1
4.242920e-02,5.3,4.8,4.7
4.242940e-02,5.3,4.8,5.1
4.242960e-02,5.1,5,4.9
4.242980e-02,5.3,4.8,5.1
4.243000e-02,4.9,5,5.1
4.243020e-02,5.3,5.2,4.7
4.243040e-02,5.1,5,5.1
4.243060e-02,5.1,4.8,4.9
4.243080e-02,5.3,5,4.9
4.243100e-02,5.3,5,4.7
4.243120e-02,5.1,4.8,5.1
4.243140e-02,5.1,5,5.1
4.243160e-02,5.1,4.8,5.1
4.243180e-02,5.1,5,4.9
4.243200e-02,5.5,4.8,5.1
4.243220e-02,5.3,5.2,4.9
4.243240e-02,5.3,5.2,4.9
4.243260e-02,4.9,5,5.1
4.243280e-02,5.3,5,4.7
4.243300e-02,5.1,5,4.9
4.243320e-02,5.1,5.2,5.1
4.243340e-02,5.1,5,5.1
4.243360e-02,4.9,4.8,4.9
4.243380e-02,5.1,5,5.1
4.243400e-02,5.3,5,5.1
4.243420e-02,5.3,5.2,4.7
4.243440e-02,4.9,5,4.9
4.243460e-02,5.1,5,5.1
4.243480e-02,4.9,5,4.7
4.243500e-02,4.9,5,4.9
4.243520e-02,5.3,5,5.1
4.243540e-02,5.1,5,5.1
4.243560e-02,5.3,5,5.1
4.243580e-02,5.1,5,4.7
4.243600e-02,5.1,5,5.1
4.243620e-02,5.1,4.8,4.9
4.243640e-02,5.1,5,5.1
4.243660e-02,5.1,5.2,4.9
4.243680e-02,5.1,5,4.7
4.243700e-02,5.1,5,5.1
4.243720e-02,5.1,4.8,4.9
4.243740e-02,5.1,5,4.9
4.243760e-02,5.1,4.8,5.1
4.243780e-02,5.1,5,4.9
4.243800e-02,5.5,4.8,4.9
4.243820e-02,5.1,4.8,5.1
4.243840e-02,5.1,5,5.1
4.243860e-02,5.1,5,5.1
4.243880e-02,5.1,4.8,4.9
4.243900e-02,5.3,5.2,4.9
4.243920e-02,4.9,5.2,4.7
4.243940e-02,5.1,5,4.9
4.243960e-02,5.1,4.8,5.1
4.243980e-02,4.9,5,4.9
4.244000e-02,4.9,5,4.9
4.244020e-02,5.1,5,4.9
4.244040e-02,5.3,5,5.1
4.244060e-02,5.1,5,4.9
4.244080e-02,5.3,4.8,5.1
4.244100e-02,5.1,4.8,5.1
4.244120e-02,5.1,5,5.1
4.244140e-02,5.1,4.8,4.9
4.244160e-02,5.1,5,4.5
4.244180e-02,5.1,5,4.9
4.244200e-02,5.1,5,4.7
4.244220e-02,5.1,4.8,4.9
4.244240e-02,4.7,5,5.1
4.244260e-02,5.1,5,5.1
4.244280e-02,5.1,5.2,4.9
4.244300e-02,5.3,5.2,4.9
4.244320e-02,5.3,4.8,5.1
4.244340e-02,5.1,5,4.9
4.244360e-02,4.9,4.8,5.1
4.244380e-02,5.1,5,4.9
4.244400e-02,5.1,5.2,5.1
4.244420e-02,4.9,4.8,4.9
4.244440e-02,4.9,4.8,5.1
4.244460e-02,5.3,5,4.9
4.244480e-02,5.1,5,4.7
4.244500e-02,5.1,5.2,4.9
4.244520e-02,5.1,5,4.7
4.244540e-02,5.1,5.2,5.1
4.244560e-02,5.1,4.8,5.1
4.244580e-02,5.3,5.2,5.1
4.244600e-02,4.9,5,5.1
4.244620e-02,5.1,4.8,4.9
4.244640e-02,5.3,5,5.1
4.244660e-02,4.9,5.2,4.7
4.244680e-02,5.3,4.8,5.1
4.244700e-02,5.1,5.2,5.1
4.244720e-02,4.9,5,4.9
4.244740e-02,5.1,5,5.1
4.244760e-02,5.1,4.8,4.9
4.244780e-02,4.9,4.8,5.1
4.244800e-02,5.1,4.8,4.9
4.244820e-02,5.3,4.8,5.1
4.244840e-02,5.3,5.2,4.9
4.244860e-02,5.3,5.2,5.1
4.244880e-02,5.3,4.8,5.1
4.244900e-02,4.9,5.2,4.9
4.244920e-02,4.9,5,5.1
4.244940e-02,4.9,4.8,4.9
4.244960e-02,4.9,5,5.1
4.244980e-02,4.9,5,5.1
4.245000e-02,5.1,5,5.1
4.245020e-02,5.1,5,5.1
4.245040e-02,4.9,5.2,5.1
4.245060e-02,5.1,5,5.1
4.245080e-02,5.1,5.2,5.1
4.245100e-02,5.5,5,4.7
4.245120e-02,5.1,4.8,5.1
4.245140e-02,5.1,5,5.1
4.245160e-02,5.1,5,4.9
4.245180e-02,5.3,4.8,5.1
4.245200e-02,4.9,5,5.1
4.245220e-02,5.1,5,5.1
4.245240e-02,5.1,5,5.1
4.245260e-02,5.1,5,5.1
4.245280e-02,5.1,5,5.1
4.245300e-02,5.1,5,5.1
4.245320e-02,5.1,5.2,5.1
4.245340e-02,5.1,5,5.1
4.245360e-02,5.1,5,5.1
4.245380e-02,5.1,5.4,4.9
4.245400e-02,5.1,5,4.7
4.245420e-02,5.1,5,5.1
4.245440e-02,5.1,5,5.1
4.245460e-02,5.3,5,5.1
4.245480e-02,5.1,5,4.9
4.245500e-02,5.1,5,5.1
4.245520e-02,4.9,5,5.1
4.245540e-02,5.1,5,4.9
4.245560e-02,5.1,5,4.9
4.245580e-02,5.1,5.2,4.5
4.245600e-02,5.1,5,5.1
4.245620e-02,5.3,4.8,5.1
4.245640e-02,5.1,5,5.1
4.245660e-02,4.9,5,4.9
4.245680e-02,5.1,5,5.1
4.245700e-02,5.1,5,4.5
4.245720e-02,5.1,5,4.9
4.245740e-02,5.1,4.8,4.7
4.245760e-02,5.1,5,4.9
4.245780e-02,4.9,5,4.9
4.245800e-02,5.1,5,5.1
4.245820e-02,5.1,4.8,5.1
4.245840e-02,5.3,5.2,4.9
4.245860e-02,4.9,4.8,4.7
4.245880e-02,5.3,5,5.1
4.245900e-02,5.3,5,4.9
4.245920e-02,5.1,5,5.1
4.245940e-02,4.9,5,5.1
4.245960e-02,5.1,5,5.1
4.245980e-02,5.3,5,5.1
4.246000e-02,5.1,5,4.9
4.246020e-02,5.3,5,4.7
4.246040e-02,5.3,4.8,5.1
4.246060e-02,4.9,5.2,5.1
4.246080e-02,5.1,5,4.7
4.246100e-02,5.3,5,4.9
4.246120e-02,5.1,5,4.9
4.246140e-02,5.1,5.2,5.1
4.246160e-02,5.1,5,5.1
4.246180e-02,5.1,5,4.9
4.246200e-02,5.3,4.8,4.7
4.246220e-02,5.3,5,4.9
4.246240e-02,5.3,4.8,4.9
4.246260e-02,5.1,5,4.9
4.246280e-02,5.1,5,5.1
4.246300e-02,5.1,5,4.9
4.246320e-02,4.9,5,4.7
4.246340e-02,5.1,5.2,5.1
4.246360e-02,5.1,4.8,5.1
4.246380e-02,5.1,5,5.1
4.246400e-02,5.3,5,5.1
4.246420e-02,4.9,5,5.1
4.246440e-02,5.1,5.2,4.9
4.246460e-02,5.5,4.8,4.9
4.246480e-02,5.1,4.8,4.9
4.246500e-02,4.9,5.2,4.9
4.246520e-02,5.1,5,5.1
4.246540e-02,5.1,5,4.9
4.246560e-02,5.1,5,4.7
4.246580e-02,5.3,5,5.1
4.246600e-02,5.3,4.8,4.9
4.246620e-02,4.9,5,5.1
4.246640e-02,5.3,5,4.9
4.246660e-02,4.9,5,4.9
4.246680e-02,5.1,5,5.1
4.246700e-02,5.1,4.8,5.1
4.246720e-02,5.3,5,5.1
4.246740e-02,5.5,5,5.1
4.246760e-02,5.5,5,5.1
4.246780e-02,5.3,5.2,5.1
4.246800e-02,5.3,5.2,5.1
4.246820e-02,5.3,5,4.9
4.246840e-02,4.9,5,5.1
4.246860e-02,5.3,5,4.9
4.246880e-02,5.1,5.2,4.9
4.246900e-02,5.3,5.2,5.3
4.246920e-02,5.1,5.2,4.9
4.246940e-02,5.3,4.8,5.1
4.246960e-02,5.1,5,4.9
4.246980e-02,4.9,5.2,5.1
4.247000e-02,5.1,5,4.7
4.247020e-02,5.1,5,5.1
4.247040e-02,5.3,5,4.9
4.247060e-02,5.1,5,4.9
4.247080e-02,5.3,4.8,4.9
4.247100e-02,5.3,5,5.1
4.247120e-02,5.1,5,4.7
4.247140e-02,5.1,5.2,4.9
4.247160e-02,5.1,5,4.7
4.247180e-02,5.1,4.8,5.1
4.247200e-02,5.1,5,5.1
4.247220e-02,4.9,4.6,5.1
4.247240e-02,5.3,5,4.9
4.247260e-02,5.1,5,5.1
4.247280e-02,5.3,5.2,4.9
4.247300e-02,5.1,5,4.9
4.247320e-02,5.1,4.8,4.9
4.247340e-02,5.3,5,4.9
4.247360e-02,5.1,5.2,4.9
4.247380e-02,5.1,5.2,4.7
4.247400e-02,5.5,4.8,5.1
4.247420e-02,5.3,4.6,4.7
4.247440e-02,5.3,5,4.7
4.247460e-02,5.3,5,4.9
4.247480e-02,5.1,5,4.9
4.247500e-02,5.1,5,4.7
4.247520e-02,5.1,5,4.9
4.247540e-02,5.1,4.8,5.1
4.247560e-02,5.3,5.2,5.1
4.247580e-02,5.3,4.8,4.7
4.247600e-02,5.3,5,4.9
4.247620e-02,5.3,4.8,4.9
4.247640e-02,5.1,5,4.7
4.247660e-02,5.3,5,4.9
4.247680e-02,5.3,5.2,4.9
4.247700e-02,5.1,5,4.7
4.247720e-02,5.1,5,5.1
4.247740e-02,5.1,4.8,4.5
4.247760e-02,5.3,5,4.9
4.247780e-02,5.3,5,4.9
4.247800e-02,4.9,5.4,4.9
4.247820e-02,5.1,5,5.1
4.247840e-02,5.1,4.8,5.1
4.247860e-02,5.1,5.2,4.9
4.247880e-02,5.3,5,4.9
4.247900e-02,5.1,5,5.1
4.247920e-02,5.3,5,4.9
4.247940e-02,5.3,5.2,5.1
4.247960e-02,4.9,4.8,4.9
4.247980e-02,4.9,5.2,4.9
4.248000e-02,5.1,5,4.7
4.248020e-02,5.3,5,5.1
4.248040e-02,5.3,5,5.1
4.248060e-02,5.1,5.2,4.9
4.248080e-02,5.1,4.8,4.7
4.248100e-02,5.1,5,5.1
4.248120e-02,5.1,5,4.9
4.248140e-02,5.1,5,4.9
4.248160e-02,5.1,5,5.1
4.248180e-02,4.9,5.2,4.7
4.248200e-02,5.1,4.8,5.1
4.248220e-02,5.1,4.8,4.9
4.248240e-02,4.9,5.2,4.9
4.248260e-02,5.1,5,4.7
4.248280e-02,5.3,5,5.1
4.248300e-02,5.1,5,5.1
4.248320e-02,5.3,5,5.1
4.248340e-02,5.3,5,4.7
4.248360e-02,5.1,5,4.9
4.248380e-02,5.1,5,4.7
4.248400e-02,5.1,5.2,4.9
4.248420e-02,5.3,5.2,4.9
4.248440e-02,5.1,5,4.9
4.248460e-02,5.1,5,5.1
4.248480e-02,5.1,4.8,4.9
